Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Mark Sears,#10 Mo Dioubate,#11 Cliff Omoruyi,#15 Jarin Stevenson,#2 Aden Holloway,#22 Aiden Sherrell,#24 Naas Cunningham,#3 Latrell Wrightsell Jr,#3 Latrell Wrightsell Jr.,#31 Jack Fagan,#34 Klark James,#35 Derrion Reid,#4 Grant Nelson,#95 Houston Mallette,-,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Contest),3FG (Footwork),3FG (Good/Bad),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),3s GIVEN UP,ATR GIVEN UP,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,CRIMSON,DRILL NAME,GAME,GAME SPLITS,Jaden Toombs,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,READ,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TEAM DEFENSE,TERM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,WHITE,Ungrouped,Notes,Flags
24_11_08 ALABAMA VS ARKANSAS STATE,7111.848553347222,9.0,Opponent Blue Collar Plays,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7214.719464232222,9.0,Opponent Blue Collar Plays,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7454.315895814222,9.0,Opponent Blue Collar Plays,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7455.052932891223,9.0,Opponent Blue Collar Plays,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7482.130454611222,9.0,Opponent Blue Collar Plays,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7506.983352484222,9.0,Opponent Blue Collar Plays,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7518.308554277222,9.0,Opponent Blue Collar Plays,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7520.414872175223,9.0,Opponent Blue Collar Plays,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7869.695970689222,9.0,Opponent Blue Collar Plays,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8013.179260178223,9.0,Opponent Blue Collar Plays,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8052.004585589222,9.0,Opponent Blue Collar Plays,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8085.716587888222,9.0,Opponent Blue Collar Plays,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8087.259761044223,9.0,Opponent Blue Collar Plays,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8087.9505870542225,9.0,Opponent Blue Collar Plays,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8611.306792541889,9.0,Opponent Blue Collar Plays,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Floor Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8651.998491222223,9.0,Opponent Blue Collar Plays,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8660.392227565222,9.0,Opponent Blue Collar Plays,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8930.717968935222,9.0,Opponent Blue Collar Plays,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,9181.972722197223,9.0,Opponent Blue Collar Plays,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,9182.751307676222,9.0,Opponent Blue Collar Plays,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,9185.587297217222,9.0,Opponent Blue Collar Plays,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,9239.290150797222,9.0,Opponent Blue Collar Plays,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,9240.011946341223,9.0,Opponent Blue Collar Plays,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,9244.249675738223,9.0,Opponent Blue Collar Plays,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,791.8876990072223,7.0,#0 LaBaron Philon,1,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,1164.5453960512223,7.0,#0 LaBaron Philon,2,"Fouled, 3FGF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,1349.8780434652222,9.0,#0 LaBaron Philon,3,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,1379.887423811222,7.0,#0 LaBaron Philon,4,"ATRF, Fouled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2028.8328904892223,9.0,#0 LaBaron Philon,5,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2035.4164806562221,7.0,#0 LaBaron Philon,6,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2040.558557186222,7.0,#0 LaBaron Philon,7,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2050.9736937982225,7.0,#0 LaBaron Philon,8,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2051.1480125682224,9.0,#0 LaBaron Philon,9,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2124.7055081732224,9.0,#0 LaBaron Philon,10,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2664.5969742672223,7.0,#0 LaBaron Philon,11,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,3182.941603899222,7.0,#0 LaBaron Philon,12,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,3314.1129385572226,7.0,#0 LaBaron Philon,13,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,3869.0692516262225,9.0,#0 LaBaron Philon,14,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,3874.2445819002223,7.0,#0 LaBaron Philon,15,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,4113.859961248222,9.0,#0 LaBaron Philon,16,Floor Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,4338.028459209222,9.0,#0 LaBaron Philon,17,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,4422.421848642222,9.0,#0 LaBaron Philon,18,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,4575.618200945222,7.0,#0 LaBaron Philon,19,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,5616.225079536222,7.0,#0 LaBaron Philon,20,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,5642.574387673222,7.0,#0 LaBaron Philon,21,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,5788.959889298222,9.0,#0 LaBaron Philon,22,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,5789.631191944222,9.0,#0 LaBaron Philon,23,LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,5794.104505809222,7.0,#0 LaBaron Philon,24,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,5994.889691871223,7.0,#0 LaBaron Philon,25,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,6376.289181768222,7.0,#0 LaBaron Philon,26,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,6411.914987197222,7.0,#0 LaBaron Philon,27,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,6547.438126693222,7.0,#0 LaBaron Philon,28,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,6650.236550027223,7.0,#0 LaBaron Philon,29,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,6660.052247759222,9.0,#0 LaBaron Philon,30,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,6949.505361749222,7.0,#0 LaBaron Philon,31,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7482.689505766222,7.0,#0 LaBaron Philon,32,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7522.1801858222225,7.0,#0 LaBaron Philon,33,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8671.299897429222,7.0,#0 LaBaron Philon,34,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,9186.892074401223,9.0,#0 LaBaron Philon,35,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,9192.686041209223,7.0,#0 LaBaron Philon,36,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 4:00 - 0:00",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,793.7550738682223,7.0,#35 Derrion Reid,1,,,,,,,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,796.8095672422223,9.0,#35 Derrion Reid,2,,,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,821.8872589452222,7.0,#35 Derrion Reid,3,,,,,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,846.6350196582223,7.0,#35 Derrion Reid,4,,,,,,,,,,,,,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,1109.1517997412222,7.0,#35 Derrion Reid,5,,,,,,,,,,,,,"Off Foul, Turnover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2404.0293458172223,7.0,#35 Derrion Reid,6,,,,,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2468.9883156942224,7.0,#35 Derrion Reid,7,,,,,,,,,,,,,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2532.2841817712224,7.0,#35 Derrion Reid,8,,,,,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,2580.574313509222,7.0,#35 Derrion Reid,9,,,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,3657.0443584712225,7.0,#35 Derrion Reid,10,,,,,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7099.906679867222,7.0,#35 Derrion Reid,11,,,,,,,,,,,,,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7250.083223887223,9.0,#35 Derrion Reid,12,,,,,,,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7450.089906757223,9.0,#35 Derrion Reid,13,,,,,,,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7551.867844888222,9.0,#35 Derrion Reid,14,,,,,,,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7787.469551237223,9.0,#35 Derrion Reid,15,,,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,7870.4705473682225,9.0,#35 Derrion Reid,16,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8043.482059209223,9.0,#35 Derrion Reid,17,,,,,,,,,,,,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_08 ALABAMA VS ARKANSAS STATE,8044.532376895222,9.0,#35 Derrion Reid,18,,,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Arkansas State, REPORT","2nd Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
