Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Mark Sears,#10 Mo Dioubate,#11 Cliff Omoruyi,#15 Jarin Stevenson,#2 Aden Holloway,#22 Aiden Sherrell,#23 Max Scharnowski,#3 Latrell Wrightsell Jr,#3 Latrell Wrightsell Jr.,#35 Derrion Reid,#4 Grant Nelson,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Contest),3FG (Footwork),3FG (Good/Bad),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),3s GIVEN UP,ATR GIVEN UP,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,BUMPS,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,READ,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TEAM DEFENSE,TERM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Ungrouped,Notes,Flags
24_11_04 ALABAMA VS UNC ASHEVILLE,840.059479913,11.0,Rebound Opportunities,16,,Off +,Off +,,,3FG+,,,,Off -,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,853.387018744,11.0,Rebound Opportunities,17,,Def +,Def +,,,Def +,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,861.768967594,11.0,Rebound Opportunities,18,,,Off +,,,,,,,2FG+,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,881.819890379,11.0,Rebound Opportunities,19,,Def +,Def -,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,939.978078834,11.0,Rebound Opportunities,20,,ATR+,Off +,,,,,,,Off -,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,962.211005975,11.0,Rebound Opportunities,21,,,Def +,,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,970.639619963,11.0,Rebound Opportunities,22,,,"ATR-, Off +",,,BM -,,,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,971.851081069,11.0,Rebound Opportunities,23,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,997.161680785,11.0,Rebound Opportunities,24,,Def +,Def +,,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1004.566460552,11.0,Rebound Opportunities,25,,,ATR-,,,BM +,,,,Off -,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1015.245188297,10.999999999999886,Rebound Opportunities,26,,Def -,Def +,,,Def -,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1118.233303715,11.0,Rebound Opportunities,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1140.291787018,11.0,Rebound Opportunities,28,,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1145.806275052,11.0,Rebound Opportunities,29,Off +,,Off +,,,BM -,Off +,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1148.294437342,11.0,Rebound Opportunities,30,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1186.976101087,11.0,Rebound Opportunities,31,Off +,,ATR-,,,BM +,Off +,,,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1213.847523065,11.0,Rebound Opportunities,32,ATR+,,Off -,,,BM +,Off -,,,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1237.300684773,11.0,Rebound Opportunities,33,ATR+,,Off +,,,BM -,Off +,,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1606.177462171,11.0,Rebound Opportunities,34,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1625.400813649,11.0,Rebound Opportunities,35,Def -,,,Def +,Def +,Def +,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1640.346800083,11.0,Rebound Opportunities,36,,,,Def +,Def +,Def +,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1655.405907899,11.0,Rebound Opportunities,37,Off -,,,Off +,Off +,3FG-,,,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1669.804608265,11.0,Rebound Opportunities,38,Def +,,,Def -,Def +,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1673.842615315,11.0,Rebound Opportunities,39,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1693.612080919,11.0,Rebound Opportunities,40,Off +,,,Off -,Off -,3FG+,,,,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1727.979607901,11.0,Rebound Opportunities,41,,,,Def -,Def +,Def +,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1888.6331066,11.0,Rebound Opportunities,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1916.83191364,11.0,Rebound Opportunities,43,,Def +,,,,,,,,Def +,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1925.0003586548826,13.953246582117345,Rebound Opportunities,44,,Def +,,,,,Def +,,,Def +,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 12:00 - 8:00",ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2217.850085209,11.0,Rebound Opportunities,45,,Def +,,,Def +,,Def +,,,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2237.670135309,11.0,Rebound Opportunities,46,,Off +,,,Off +,,Off +,,,BM +,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2329.606075381,11.0,Rebound Opportunities,47,,,,,Off +,,Off +,,,ATR+,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2356.578163487,11.0,Rebound Opportunities,48,,Def +,,,Def +,,Def +,,,Def -,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2441.354727163,11.0,Rebound Opportunities,49,Def -,Def +,,Def +,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2453.095241755,11.0,Rebound Opportunities,50,ATR+,Off -,,Off -,Off +,BM +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2659.694615487,11.0,Rebound Opportunities,51,Def +,Def +,,Def +,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2728.260416842,11.0,Rebound Opportunities,52,Off -,,,ATR+,Off +,BM +,,,,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2736.873797438,11.0,Rebound Opportunities,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2762.370380396,11.0,Rebound Opportunities,54,Def +,,Def +,Def +,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2773.42594351,11.0,Rebound Opportunities,55,,,,ATR+,,BM +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2797.888859389,11.0,Rebound Opportunities,56,Def +,,Def +,,,Def +,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 8:00 - 4:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,3052.133137534,11.0,Rebound Opportunities,57,ATR-,,Off +,Off +,,,,,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,3077.192650282,11.0,Rebound Opportunities,58,Def -,,Def +,,,Def -,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 4:00 - 0:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,3144.722927738,11.0,Rebound Opportunities,59,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,3216.181774247,11.0,Rebound Opportunities,60,,Def -,Def -,,,Def -,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 4:00 - 0:00",2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,3454.623053791,11.0,Rebound Opportunities,61,,,,,,ATR-,,,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,3462.143519439,11.0,Rebound Opportunities,62,,,,,Def +,,,,,,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 4:00 - 0:00",3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,3480.88268693,11.0,Rebound Opportunities,63,,,,,Def -,Def +,,,,,Def -,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 4:00 - 0:00",3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,3513.749543929,11.0,Rebound Opportunities,64,,ATR+,,,Off +,BM +,,,,,Off -,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","1st Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4529.732374487,11.0,Rebound Opportunities,65,BM -,ATR+,,Off +,,,,,,,Off -,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4552.24807941,11.0,Rebound Opportunities,66,Def +,,,Def +,,,,,,,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4568.3687648,11.0,Rebound Opportunities,67,Off -,BM -,,ATR+,,,,,,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4611.486378967,11.0,Rebound Opportunities,68,Def +,Def +,,Def +,,,,,,,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4620.364638657,11.0,Rebound Opportunities,69,BM -,ATR-,,Off +,,,,,,,Off -,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4645.823050143,11.0,Rebound Opportunities,70,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4722.960204012,11.0,Rebound Opportunities,71,Def -,Def +,,Def -,,,,,,,Def +,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4727.752818887,11.0,Rebound Opportunities,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4834.516256051,11.0,Rebound Opportunities,73,Def -,Def -,,Def +,,,,,,,Def -,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4854.105037602,11.0,Rebound Opportunities,74,Off -,3FG+,,Off +,,,,,,,Off +,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4881.250824715,11.0,Rebound Opportunities,75,,Def -,,Def +,,,,,,,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,4972.629887654,11.0,Rebound Opportunities,76,,Def +,,,,Def +,Def +,,,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 20:00 - 16:00",2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5243.369260863,11.0,Rebound Opportunities,77,,3FG+,,,Off +,BM +,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5291.23341022,11.0,Rebound Opportunities,78,,Def +,,,Def +,Def -,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5291.260342197,11.0,Rebound Opportunities,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5306.747088202,11.0,Rebound Opportunities,80,,Off -,,,Off +,BM +,ATR+,,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5319.410287844,11.0,Rebound Opportunities,81,,Def +,,,,Def +,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5326.153400329,11.0,Rebound Opportunities,82,,,,,Off +,BM +,"Off +, Off +",,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5331.928024965,11.0,Rebound Opportunities,83,,3FG-,,,Off -,BM +,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5418.133596886,11.0,Rebound Opportunities,84,,,,,Def -,Def -,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5419.585593004,11.0,Rebound Opportunities,85,,,,,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5499.183333333,11.0,Rebound Opportunities,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5509.457584741,11.0,Rebound Opportunities,87,,,Off +,,,ATR+,Off +,,,BM -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5757.965504666,11.0,Rebound Opportunities,88,,,,,,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5855.645557646,11.0,Rebound Opportunities,89,,,Def +,,Def +,,Def +,,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5905.510179668,11.0,Rebound Opportunities,90,,,Def +,,Def +,Def -,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5915.017161375,11.0,Rebound Opportunities,91,,,Off +,,Off -,BM +,Off -,,,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5936.100790938,11.0,Rebound Opportunities,92,,,Def +,,Def +,Def -,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,5956.146301803,11.0,Rebound Opportunities,93,,,,,ATR+,BM -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
